Date,Agency,Category,Title,Link
18. May 2026,USA Food & Drug Administration FDA,Guidance,FDA Postapproval Pregnancy Safety Studies,https://www.linkedin.com/feed/update/urn:li:activity:7459467350833213440/
18. May 2026,USA Food & Drug Administration FDA,Guidance,FDA Pulmonary Tuberculosis: Developing Drugs for Treatment,https://www.linkedin.com/feed/update/urn:li:activity:7459467383813009408/
18. May 2026,World Health Organization,Report,"World health statistics 2026: monitoring health for the SDGs, Sustainable Development Goals",https://www.linkedin.com/feed/update/urn:li:activity:7460932518259752960/
18. May 2026,World Health Organization,Report,Integrating wearable technology into population health monitoring systems for physical activity measurement: meeting report,https://www.linkedin.com/feed/update/urn:li:activity:7460933033706090496/




25. May 2026,Medical Device Authority Malaysia,Guidance,Requirements for Labelling of Medical Devices 7th Edition (MDA/GD/0026),https://www.linkedin.com/feed/update/urn:li:activity:7460931288674402304/
25. May 2026,Medical Device Authority Malaysia,Guidance,Change Management for Registered Medical Devices First Edition (MDA/GD/0072),https://www.linkedin.com/feed/update/urn:li:activity:7460931834357477376/



