Date,Agency,Category,Title,Link
22. June 2026,European Parliament,News,"BREAKING NEWS: European Parliament votes to amend EU AI Act Just today, MEPs have voted, by a huge majority, in favour of amending the EU AI Act.",https://www.linkedin.com/feed/update/urn:li:activity:7472684294382055424/
22. June 2026,Health Canada,Update,Sante Canada Phase 2 of Our Work to Modernize Medical Device Establishment Licensing,https://www.linkedin.com/feed/update/urn:li:activity:7473230587969904640/
22. June 2026,Health Products Regulatory Authority (HPRA),Form,Application to Vary a Wholesale Distribution Authorisation (AUT-F0792-8),https://www.linkedin.com/feed/update/urn:li:activity:7472519268908163072/
22. June 2026,Health Products Regulatory Authority (HPRA),Guidance,Submitting a Request for a New National Application Procedure for a Human Medicinal Product (AUT-G0183-2),https://www.linkedin.com/feed/update/urn:li:activity:7472149314031755264/
22. June 2026,Health Products Regulatory Authority (HPRA),Guidance,Submitting a Request for a New National Application Procedure for a Human Medicinal Product (AUT-G0183-2),https://www.linkedin.com/feed/update/urn:li:activity:7472149314031755264/
22. June 2026,Health Products Regulatory Authority (HPRA),Post,Guide to Submitting a Request for Ireland to Act as RMS in a Decentralised Procedure for a Human Medicinal Product (AUT-G0065-5),https://www.linkedin.com/feed/update/urn:li:activity:7472149900265361408/
22. June 2026,Medical Device Single Audit Program MDSAP,Report,MDSAP Regulatory Authority Council Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7473228694715678720/
22. June 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Project Orbis,https://www.linkedin.com/feed/update/urn:li:activity:7473229312167669760/
22. June 2026,Medicines and Healthcare products Regulatory Agency,Report,National Commission into the Regulation of AI in Healthcare Summary of Findings from the Call for Evidence,https://www.linkedin.com/feed/update/urn:li:activity:7472150752749236224/
22. June 2026,MedTech Europe,Presentation,Spanish Healthcare Market Webinar FENINA,https://www.linkedin.com/feed/update/urn:li:activity:7472862678961598465/
22. June 2026,MedTech Europe,Guidance,Europe should not rush weak solutions and miss out on real simplification of the digital framework,https://www.linkedin.com/feed/update/urn:li:activity:7472506685765513216/
22. June 2026,MedTech Leading Voice,Webinar,Join us tomorrow for the 7 most common device packaging mistakes and how to avoid them.,https://www.linkedin.com/feed/update/urn:li:activity:7472770683564068864/
22. June 2026,Swissmedic,Guidance,Swissmedic Cannabis for Medical Purpose,https://www.linkedin.com/feed/update/urn:li:activity:7472863752204406785/
22. June 2026,Swissmedic,Guidance,Swissmedic Directory Overview of Documents to be Submitted,https://www.linkedin.com/feed/update/urn:li:activity:7472866351670337536/
22. June 2026,Swissmedic,Guidance,Swissmedic Formal Requirements,https://www.linkedin.com/feed/update/urn:li:activity:7472547200967835648/
22. June 2026,Swissmedic,Guidance,"Swissmedic Authorisation of Human Medicinal Product with New Active Substance (ZL101_00_005, Version 3.0)",https://www.linkedin.com/feed/update/urn:li:activity:7472521032441131008/
22. June 2026,Swissmedic,Report,Swissmedic Annual Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7472151289603371008/
22. June 2026,Team-NB,Position Paper,Team-NB Micro and Small Enterprise Considerations,https://www.linkedin.com/feed/update/urn:li:activity:7473226725762605057/
22. June 2026,USA Food & Drug Administration FDA,Update,FDA READI-Home Innovation Challenge Frequently Asked Questions,https://www.linkedin.com/feed/update/urn:li:activity:7473229955401863168/
22. June 2026,USA Food & Drug Administration FDA,Report,The FDA has released an updated public report on real-world evidence (RWE) submissions to the Center for Biologics Evaluation and Research (CBER) and the Center for Drug Evaluation and Research (CDER) now including data from Fiscal Year 2025!,https://www.linkedin.com/feed/update/urn:li:activity:7472701936689987584/
22. June 2026,World Health Organization,Report,WHO/Europe report provides first-ever snapshot of AI in health care across European Union Member States,https://www.linkedin.com/feed/update/urn:li:activity:7472584839238688769/
22. June 2026,World Health Organization,Guidance,Assistive Technology Progress Assessment Questionnaire: Tracking Progress on Access to Assistive Technology,https://www.linkedin.com/feed/update/urn:li:activity:7472510111194865664/
22. June 2026,World Health Organization,Report,Global Status Report on Blood Safety and Availability 2025,https://www.linkedin.com/feed/update/urn:li:activity:7472512375057973248/




19.Jun.26,USA Food & Drug Administration FDA,Guidance,FDA Submitting Clinical Trial Datasets to Evaluate the Impact of Immunogenicity on the Pharmacokinetics of a Drug,https://www.linkedin.com/feed/update/urn:li:activity:7473612690184310784/
19.Jun.26,USA Food & Drug Administration FDA,Report,FDA Oncology Center of Excellence (OCE) Annual Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7473615812692615169/
19.Jun.26,European Commission,Guidance,MDCG 2026-4: MDCG Position Paper Management of SS(C)P in EUDAMED after Mandatory Use,https://www.linkedin.com/feed/update/urn:li:activity:7473609817366921216/
19.Jun.26,MedTech Europe,Position Paper,MDR/IVDR Simplification Proposal Provides a More Proportionate Approach to Life Cycle Oversight,https://www.linkedin.com/feed/update/urn:li:activity:7473635061997748224/
19.Jun.26,Swissmedic,Guidance,Swissmedic swissdamed User Guide Actors,https://www.linkedin.com/feed/update/urn:li:activity:7473626775458283521/
19.Jun.26,Swissmedic,Guidance,Swissmedic Anforderungen an die Instandhaltung von Sterilcontainern Version 1.1 (15 June 2026) updates the guidance to align with the Swiss Good Practice for Maintenance of Medical Devices (GPI).,https://www.linkedin.com/feed/update/urn:li:activity:7473631124519321600/
19.Jun.26,Therapeutic Goods Administration,Guidance,Advertising Health Services that Involve Therapeutic Goods,https://www.linkedin.com/feed/update/urn:li:activity:7473619561771118593/
19.Jun.26,Therapeutic Goods Administration,Guidance,Complying with the Restrictions on Advertising Prescription Medicines to the Public,https://www.linkedin.com/feed/update/urn:li:activity:7473621612223766528/
,,,,
